tweet_id,source,text,rating_numerator,rating_denominator,name,favorites,retweets,user_followers,user_favourites,jpg_url,dog_stage,year,month,day,rating,dog_type,confidence_list
762464539388485633,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Buddy. His father was a bear and his mother was a perfectly toasted marshmallow. 12/10 would snug so well https://t.co/zGSj1oUgxx,12.0,10.0,Buddy,10879,4510,7769775,141082,https://pbs.twimg.com/media/CpTRc4DUEAAYTq6.jpg,None,2016,8,8,12.0,chow,0.999953
761976711479193600,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Shelby. She finds stuff to put on her head for attention. It works really well. 12/10 talented af https://t.co/WTZ484EntP,12.0,10.0,Shelby,5693,2176,7769775,141082,https://pbs.twimg.com/media/CpMVxoRXgAAh350.jpg,None,2016,8,6,12.0,Labrador_retriever,0.475552
761599872357261312,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Sephie. According to this picture, she can read. Fantastic at following directions. 11/10 such a good girl https://t.co/7HY9RvCudo",11.0,10.0,Sephie,4352,1265,7769775,141082,https://pbs.twimg.com/media/CpG_CrlWYAYyuP3.jpg,None,2016,8,5,11.0,Gordon_setter,0.240427
761334018830917632,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bruce. I really want to hear the joke he was told. 10/10 for chuckle pup https://t.co/ErPLjjJOKc,10.0,10.0,Bruce,5479,1562,7769775,141082,https://pbs.twimg.com/media/CpDNQGkWEAENiYZ.jpg,None,2016,8,4,10.0,Norwegian_elkhound,0.8229360000000001
761292947749015552,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Bonaparte. He's pupset because it's cloudy at the beach. Can't take any pics for his Instagram. 11/10 https://t.co/0THNOfv2Jo,11.0,10.0,Bonaparte,4706,1180,7769775,141082,https://pbs.twimg.com/media/CpCn5aXXgAAOPTm.jpg,None,2016,8,4,11.0,standard_poodle,0.6608930000000001
761227390836215808,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Albert. He just found out that bees are dying globally at an alarming rate. 10/10 heckin worried af now https://t.co/nhLX27WsDY,10.0,10.0,Albert,5598,1674,7769775,141082,https://pbs.twimg.com/media/CpBsRleW8AEfO8G.jpg,None,2016,8,4,10.0,French_bulldog,0.280802
761004547850530816,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bo and Ty. Bo eats paper and Ty felt left out. 11/10 for both https://t.co/1acHQS8rvK,11.0,10.0,Bo,11928,3732,7769775,141082,https://pbs.twimg.com/media/Co-hmcYXYAASkiG.jpg,None,2016,8,4,11.0,golden_retriever,0.735163
760656994973933572,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rose. Her face is stuck like that. 11/10 would pet so heckin well https://t.co/tl3gNYdoq2,11.0,10.0,Rose,6960,2073,7769775,141082,https://pbs.twimg.com/media/Co5lf-KW8AAIwJw.jpg,None,2016,8,3,11.0,golden_retriever,0.760546
760539183865880579,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Atlas. Swinging is his passion. 12/10 would push all day https://t.co/9k8LLjJ0uJ,12.0,10.0,Atlas,7988,3902,7769775,141082,https://pbs.twimg.com/media/Co36VZfWcAEN3R3.jpg,None,2016,8,2,12.0,Samoyed,0.988013
760290219849637889,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",This is Rocco. He's doing his best. 13/10 someone help him (IG: rocco_roni) https://t.co/qFsl1nnXMv,13.0,10.0,Rocco,28298,12355,7769775,141082,https://pbs.twimg.com/ext_tw_video_thumb/760289324994879489/pu/img/3ItvBEoo4aebPfvr.jpg,None,2016,8,2,13.0,Old_English_sheepdog,0.3022
759923798737051648,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",We only rate dogs... this is a Taiwanese Guide Walrus. Im getting real heckin tired of this. Please send dogs. 10/10 https://t.co/49hkNAsubi,10.0,10.0,None,15456,6084,7769775,141082,https://pbs.twimg.com/media/CovKqSYVIAAUbUW.jpg,None,2016,8,1,10.0,Labrador_retriever,0.324579
759846353224826880,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kirby. He's a Beneblip Cumberpat. Pretty heckin rare. 11/10 would put my face against his face https://t.co/fd6uucghY6,11.0,10.0,Kirby,7074,2130,7769775,141082,https://pbs.twimg.com/media/CouEOZhWAAAgFpE.jpg,None,2016,7,31,11.0,Sussex_spaniel,0.355395
759557299618865152,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Emma. She can't believe her last guess didn't hit. Convinced ur stacking them on top of each other. 10/10 https://t.co/JRV1dhBYwu,10.0,10.0,Emma,4944,1262,7769775,141082,https://pbs.twimg.com/media/Cop9VVUXgAAhX9u.jpg,None,2016,7,31,10.0,golden_retriever,0.763333
759447681597108224,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oakley. He has no idea what happened here. Even offered to help clean it up. 11/10 such a heckin good boy https://t.co/vT3JM8b989,11.0,10.0,Oakley,8949,2628,7769775,141082,https://pbs.twimg.com/media/CooZok_WEAA7oPw.jpg,None,2016,7,30,11.0,kuvasz,0.223148
759197388317847553,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Luna. She's just heckin precious af I have nothing else to say. 12/10 https://t.co/gQH2mmKIJW,12.0,10.0,Luna,6375,2091,7769775,141082,https://pbs.twimg.com/media/Cok1_sjXgAU3xpp.jpg,None,2016,7,30,12.0,kuvasz,0.5113409999999999
759099523532779520,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Toby. He has a drinking problem. Inflatable marijuana plant in the back is also not a good look. 7/10 cmon Toby https://t.co/Cim4DSj6Oi,7.0,10.0,Toby,15298,4486,7769775,141082,https://pbs.twimg.com/media/Cojc_Q0WcAAqi_K.jpg,None,2016,7,29,7.0,Shetland_sheepdog,0.12903399999999998
759047813560868866,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Spencer. He's part of the Queen's Guard. Takes his job very seriously. 11/10 https://t.co/8W5iSOgXfx,11.0,10.0,Spencer,6849,2175,7769775,141082,https://pbs.twimg.com/media/Coit84_VYAEMtLi.jpg,None,2016,7,29,11.0,Labrador_retriever,0.778546
758854675097526272,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Lilli Bee &amp; Honey Bear. Unfortunately, they were both born with no eyes. So heckin sad. Both 11/10 https://t.co/4UrfOZhztW",11.0,10.0,Lilli,3739,959,7769775,141082,https://pbs.twimg.com/media/Cof-SuqVYAAs4kZ.jpg,None,2016,7,29,11.0,Old_English_sheepdog,0.0237914
758740312047005698,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Boston. He's worried because his tongue won't fit all the way in his mouth. 12/10 it'll be ok deep breaths pup https://t.co/rfWQ4T9iQj,12.0,10.0,Boston,6034,1726,7769809,141082,https://pbs.twimg.com/media/CoeWSJcUIAAv3Bq.jpg,None,2016,7,28,12.0,Chesapeake_Bay_retriever,0.848514
758474966123810816,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Brandonald. He accidentally opened the front facing camera. Playing it off rather heckin well. 11/10 https://t.co/uPUAotqQtM,11.0,10.0,Brandonald,4026,1068,7769809,141082,https://pbs.twimg.com/media/Coak48zWAAAhBxV.jpg,None,2016,7,28,11.0,Pembroke,0.546145
758467244762497024,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Why does this never happen at my front door... 165/150 https://t.co/HmwrdfEfUE,165.0,150.0,None,5060,2393,7769809,141082,https://pbs.twimg.com/ext_tw_video_thumb/758467147756691456/pu/img/YTNzjRFDSPNXukmM.jpg,None,2016,7,28,11.0,Labrador_retriever,0.4363770000000001
758405701903519748,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Odie. He falls asleep wherever he wants. Must be nice. 10/10 https://t.co/M9BXCSDVjh,10.0,10.0,Odie,5478,2074,7769809,141082,https://pbs.twimg.com/media/CoZl9fXWgAMox0n.jpg,None,2016,7,27,10.0,Chesapeake_Bay_retriever,0.702954
758355060040593408,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Corey. He's a Portobello Corgicool. Trying to convince you that he's not a hipster. 11/10 yea right Corey https://t.co/NzWUrFZydr,11.0,10.0,Corey,3615,1163,7769809,141082,https://pbs.twimg.com/media/CoY324eWYAEiDOG.jpg,None,2016,7,27,11.0,Pembroke,0.987643
758041019896193024,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Teagan reads entire books in store so they're free. Loved 50 Shades of Grey (how dare I make that joke so late) 9/10 https://t.co/l46jwv5WYv,9.0,10.0,None,2850,402,7769809,141082,https://pbs.twimg.com/media/CoUaSKEXYAAYsAl.jpg,None,2016,7,26,9.0,Cardigan,0.0512653
757741869644341248,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Leonard. He hides in bushes to escape his problems. 10/10 relatable af https://t.co/TdyGTcX0uo,10.0,10.0,Leonard,7248,3494,7769809,141082,https://pbs.twimg.com/media/CoQKNY7XYAE_cuX.jpg,None,2016,7,26,10.0,Old_English_sheepdog,0.128899
757725642876129280,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Beckham. He fell asleep at the wheel. Very churlish. Looks to have a backpup driver tho. That's good. 11/10 https://t.co/rptsOm73Wr,11.0,10.0,Beckham,4778,1304,7769809,141082,https://pbs.twimg.com/media/CoP7c4bWcAAr55g.jpg,None,2016,7,25,11.0,Labrador_retriever,0.128128
757611664640446465,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Cooper. He tries to come across as feisty but it never works for very long. 12/10 https://t.co/AVks8DjHwB,12.0,10.0,Cooper,4805,1200,7769809,141082,https://pbs.twimg.com/media/CoOTyXJXEAAtjs9.jpg,None,2016,7,25,12.0,bluetick,0.829259
757400162377592832,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",She walks herself up and down the train to be petted by all the passengers. 13/10 I can't handle this https://t.co/gwKCspY8N2,13.0,10.0,None,15927,7345,7769809,141082,https://pbs.twimg.com/media/CoLTbbzXYAElNM6.jpg,None,2016,7,25,13.0,golden_retriever,0.0878003
757354760399941633,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Devón (pronounced ""Eric""). He forgot how to eat the apple halfway through. Wtf Devón get it together. 8/10 https://t.co/7waRPODGyO",8.0,10.0,Devón,4751,1531,7769809,141082,https://pbs.twimg.com/media/CoKqIndWgAAattd.jpg,None,2016,7,24,8.0,Italian_greyhound,0.914667
756998049151549440,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oliver. He's an English Creamschnitzel. The rarest of schnitzels. 11/10 would pet quite firmly https://t.co/qbO5X6dYuj,11.0,10.0,Oliver,6601,2129,7769809,141082,https://pbs.twimg.com/media/CoFlsGAWgAA2YeV.jpg,None,2016,7,23,11.0,golden_retriever,0.678555
756651752796094464,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gert. He just wants you to be happy. 11/10 would pat on the head so damn well https://t.co/l0Iwj6rLFW,11.0,10.0,Gert,5325,1406,7769809,141082,https://pbs.twimg.com/media/CoAqwPTW8AAiJlz.jpg,None,2016,7,23,11.0,Pembroke,0.294808
756303284449767430,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pwease accept dis rose on behalf of dog. 11/10 https://t.co/az5BVcIV5I,11.0,10.0,None,4151,1162,7769809,141082,https://pbs.twimg.com/media/Cn7tyyZWYAAPlAY.jpg,None,2016,7,22,11.0,golden_retriever,0.981652
756288534030475264,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a heartwarming scene of a single father raising his two pups. Downright awe-inspiring af. 12/10 for everyone https://t.co/hfddJ0OiNR,12.0,10.0,None,45061,18756,7769809,141082,https://pbs.twimg.com/media/Cn7gaHrWIAAZJMt.jpg,None,2016,7,22,12.0,French_bulldog,0.032492200000000006
755110668769038337,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Watson. He trust falls on command. 13/10 it's elementary... (IG: wat.ki) https://t.co/goX3jewkYN,13.0,10.0,Watson,22331,11885,7769810,141082,https://pbs.twimg.com/ext_tw_video_thumb/755110610942169088/pu/img/3-INz45pSRMkzOEF.jpg,None,2016,7,18,13.0,Labrador_retriever,0.708974
754856583969079297,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Winnie. She's not a fan of the fast moving air. 11/10 objects in mirror may be more fluffy than they appear https://t.co/FyHrk20gUR,11.0,10.0,Winnie,7230,2714,7769810,141082,https://pbs.twimg.com/media/CnnKCKNWgAAcOB8.jpg,None,2016,7,18,11.0,golden_retriever,0.8723850000000001
754449512966619136,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Dex. He can see into your past and future. Mesmerizing af 11/10 https://t.co/0dYI0Cpdge,11.0,10.0,Dex,3936,786,7769810,141082,https://pbs.twimg.com/media/CnhXzpvW8AAQ1MB.jpg,None,2016,7,16,11.0,beagle,0.858513
754120377874386944,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","When you hear your owner say they need to hatch another egg, but you've already been on 17 walks today. 10/10 https://t.co/lFEoGqZ4oA",10.0,10.0,None,8240,2507,7769810,141082,https://pbs.twimg.com/media/CncseIzWgAA4ghH.jpg,None,2016,7,16,10.0,chow,0.168909
753655901052166144,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""The dogtor is in hahahaha no but seriously I'm very qualified and that tumor is definitely malignant"" 10/10 https://t.co/ULqThwWmLg",10.0,10.0,None,6149,2330,7769810,141082,https://pbs.twimg.com/media/CnWGCpdWgAAWZTI.jpg,None,2016,7,14,10.0,miniature_pinscher,0.456092
753398408988139520,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Scout. Her batteries are low. 12/10 precious af https://t.co/ov05LIoQJX,12.0,10.0,Scout,6071,2065,7769810,141082,https://pbs.twimg.com/ext_tw_video_thumb/753398183879991296/pu/img/bqFy5Zc_PEk6Mx-B.jpg,None,2016,7,14,12.0,whippet,0.163794
753375668877008896,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Hank. He's mischievous af. Doesn't even know what he was trying to do here. 8/10 quit the shit Hank damn https://t.co/3r7wjfsXHc,8.0,10.0,Hank,8024,2500,7769810,141082,https://pbs.twimg.com/media/CnSHLFeWgAAwV-I.jpg,None,2016,7,13,8.0,bluetick,0.36007100000000003
753294487569522689,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ace. He's a window washer. One of the best around. 11/10 helpful af https://t.co/sTuRoYfzPv,11.0,10.0,Ace,3566,1118,7769810,141082,https://pbs.twimg.com/media/CnQ9Vq1WEAEYP01.jpg,None,2016,7,13,11.0,chow,0.194773
753026973505581056,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Tayzie. She's a Barbadian Bugaboop. Seems quite social. A rare quality for a Bugaboop. 10/10 petable af https://t.co/6qF5YZx6OV,10.0,10.0,Tayzie,4095,1047,7769810,141082,https://pbs.twimg.com/media/CnNKCKKWEAASCMI.jpg,None,2016,7,13,10.0,Pembroke,0.868511
752917284578922496,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Grizzie. She's a semi-submerged Bahraini Buttersplotch. Appears alert af. Snazzy tongue. 11/10 would def pet https://t.co/WZ4zzkXXnW,11.0,10.0,Grizzie,7248,1688,7769810,141082,https://pbs.twimg.com/media/CnLmRiYXEAAO_8f.jpg,None,2016,7,12,11.0,German_shepherd,0.609283
752173152931807232,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Brody. He's a lifeguard. Always prepared for rescue. 12/10 would fake drown just to get saved by him https://t.co/olDmwNjOy1,12.0,10.0,Brody,6251,1979,7769810,141082,https://pbs.twimg.com/media/CnBBfNuWcAAkOgO.jpg,None,2016,7,10,12.0,Labrador_retriever,0.527659
751937170840121344,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ruby. Her ice cube is melting. She doesn't know what to do about it. 11/10 https://t.co/Vfc3eAFl2q,11.0,10.0,Ruby,5475,1443,7769810,141082,https://pbs.twimg.com/media/Cm9q2d3XEAAqO2m.jpg,None,2016,7,10,11.0,Lakeland_terrier,0.4241680000000001
751830394383790080,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Tucker. He's very camera shy. 12/10 would give stellar belly rubs to https://t.co/BJRsxuLF1w,12.0,10.0,Tucker,6094,2102,7769810,141082,https://pbs.twimg.com/media/Cm8JwBqW8AAFOEn.jpg,None,2016,7,9,12.0,chow,0.703569
751598357617971201,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Toby. A cat got his tongue. 13/10 adorable af https://t.co/fHQrBKYSLC,13.0,10.0,Toby,8299,3260,7769810,141082,https://pbs.twimg.com/media/Cm42t5vXEAAv4CS.jpg,None,2016,7,9,13.0,toy_poodle,0.757756
751538714308972544,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Max. She has one ear that's always slightly more alert than the other. 10/10 wonky af https://t.co/5eJg69G8vY,10.0,10.0,Max,5290,1355,7769810,141082,https://pbs.twimg.com/media/Cm4AeG8XEAAulD2.jpg,None,2016,7,8,10.0,Labrador_retriever,0.516257
751251247299190784,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gilbert. He's being chased by a battalion of miniature floof cows. 10/10 we all believe in you Gilbert https://t.co/wayKZkDRTG,10.0,10.0,Gilbert,13121,6293,7769810,141082,https://pbs.twimg.com/ext_tw_video_thumb/751250895690731520/pu/img/eziHbU1KbgZg-ijN.jpg,None,2016,7,8,10.0,Walker_hound,0.178852
751205363882532864,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""This photographer took pics of her best friend before and after she told them they were beautiful"" 12/10 https://t.co/510gJW9fsy",12.0,10.0,None,6616,1964,7769810,141082,https://pbs.twimg.com/media/CmzRRY1WcAEoxwY.jpg,None,2016,7,8,12.0,Labrador_retriever,0.947164
750719632563142656,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Meyer. He has to hold somebody's hand during car rides. He's also wearing a seatbelt. 12/10 responsible af https://t.co/WS6BoApYyL,12.0,10.0,Meyer,13851,5397,7769810,141082,https://pbs.twimg.com/media/CmsXg9AWgAAs6Ui.jpg,None,2016,7,6,12.0,Pembroke,0.972587
750429297815552001,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Arnie. He's a Nova Scotian Fridge Floof. Rare af. 12/10 https://t.co/lprdOylVpS,12.0,10.0,Arnie,13828,4604,7769810,141082,https://pbs.twimg.com/media/CmoPdmHW8AAi8BI.jpg,None,2016,7,5,12.0,golden_retriever,0.964929
750147208377409536,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","And finally, happy 4th of July from the squad 🇺🇸 13/10 for all https://t.co/Mr8Lr3iOUe",13.0,10.0,None,3257,1030,7769810,141082,https://pbs.twimg.com/media/CmkO57iXgAEOxX9.jpg,None,2016,7,5,13.0,pug,0.977765
750132105863102464,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stewie. He will roundhouse kick anyone who questions his independence. 11/10 free af https://t.co/dDx2gKefYo,11.0,10.0,Stewie,3816,1365,7769810,141082,https://pbs.twimg.com/media/CmkBKuwWgAAamOI.jpg,None,2016,7,5,11.0,toy_poodle,0.4780180000000001
750117059602808832,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Calvin. He just loves America so much. 10/10 would roll around in flag with https://t.co/RXdzWaCQHm,10.0,10.0,Calvin,4547,1388,7769810,141082,https://pbs.twimg.com/media/Cmjzc-oWEAESFCm.jpg,None,2016,7,5,10.0,Shih-Tzu,0.814405
750101899009982464,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Lilah. She agreed on one quick pic. Now she'd like to go mentally prepare for the onslaught of fireworks. 11/10 https://t.co/enCpXzZHkD,11.0,10.0,Lilah,3187,903,7769810,141082,https://pbs.twimg.com/media/Cmjlsh1XgAEvhq_.jpg,None,2016,7,4,11.0,golden_retriever,0.316704
750086836815486976,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",This is Spanky. He was a member of the 2002 USA Winter Olympic speed skating team. Accomplished af. 12/10 https://t.co/7tlZPrePXd,12.0,10.0,Spanky,2279,581,7770415,141083,https://pbs.twimg.com/media/Cmf5WLGWYAAcmRw.jpg,None,2016,7,4,12.0,pug,0.978277
750056684286914561,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",This is Jameson. He had a few too many in the name of freedom. I can't not respect that. 11/10 'Merica https://t.co/8zQvXM6pG5,11.0,10.0,Jameson,3295,956,7769810,141082,https://pbs.twimg.com/media/Cmfx2oNW8AAGg4H.jpg,None,2016,7,4,11.0,Saluki,0.484428
750041628174217216,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",This is Beau. He's trying to keep his daddy from packing to leave for Annual Training. 13/10 and now I'm crying https://t.co/7JeDfQvzzI,13.0,10.0,Beau,3329,663,7769810,141082,https://pbs.twimg.com/media/CmfssOtXYAAKa_Z.jpg,None,2016,7,4,13.0,Labrador_retriever,0.252031
750026558547456000,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Meet Jax &amp; Jil. Jil is yelling the pledge of allegiance. If u cant take the freedom get out the kitchen Jax. 10/10s https://t.co/jrg29NDNhI,10.0,10.0,Jax,2841,841,7769810,141082,https://pbs.twimg.com/media/CmieRQRXgAA8MV3.jpg,None,2016,7,4,10.0,standard_poodle,0.258732
749996283729883136,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",This is Bo. He emanates happiness. 12/10 I could cut the freedom with a knife https://t.co/c7LNFt39eR,12.0,10.0,Bo,3187,866,7769810,141082,https://pbs.twimg.com/media/CmfoyrrW8AA8v7w.jpg,None,2016,7,4,12.0,Old_English_sheepdog,0.515319
749774190421639168,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lucy. She's a Benebop Cumberplop. 12/10 would hold against my face https://t.co/4yXa801fgl,12.0,10.0,Lucy,4878,1401,7769810,141082,https://pbs.twimg.com/media/Cme7pg2XEAATMnP.jpg,None,2016,7,4,12.0,Pekinese,0.8790120000000001
749403093750648834,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Duuun dun... duuun dun... dunn  dun. dunn dun. dun dun dun dun dun dun dun dun dun dun dun dun dun dun dun. 10/10 https://t.co/9qdJ2Q1Cwx,10.0,10.0,None,2754,581,7769810,141082,https://pbs.twimg.com/media/CmZqIslWIAQFiqe.jpg,None,2016,7,3,10.0,Chesapeake_Bay_retriever,0.694541
749395845976588288,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is George. He just remembered that bees are dying globally at an alarming rate. Scary stuff George. 10/10 https://t.co/lznl6QGkYc,10.0,10.0,George,9015,3707,7769810,141082,https://pbs.twimg.com/media/CmZjizYW8AA3FCN.jpg,None,2016,7,3,10.0,Pomeranian,0.973715
749064354620928000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Winston. He's pupset because I forgot to mention that it's Canada Day today. 11/10 please forgive me Winston https://t.co/xEY8dbJxnF,11.0,10.0,Winston,5017,1617,7769810,141082,https://pbs.twimg.com/media/CmU2DVWWgAArvp3.jpg,None,2016,7,2,11.0,pug,0.985222
749036806121881602,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Dietrich. He hops at random. Other doggos don't understand him. It upsets him greatly. 8/10 would comfort https://t.co/U8cSRz8wzC,8.0,10.0,Dietrich,3252,838,7769810,141082,https://pbs.twimg.com/media/CmUciKgWIAA97sH.jpg,None,2016,7,2,8.0,West_Highland_white_terrier,0.0195223
748977405889503236,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",What jokester sent in a pic without a dog in it? This is not @rock_rates. This is @dog_rates. Thank you ...10/10 https://t.co/nDPaYHrtNX,10.0,10.0,not,11240,3633,7769810,141082,https://pbs.twimg.com/media/CmTm-XQXEAAEyN6.jpg,None,2016,7,1,10.0,German_short-haired_pointer,0.742216
748699167502000129,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Tripp. He's being eaten by a sherk and doesn't even care. Unfazed af. 11/10 keep doin you Tripp https://t.co/gGxjthmG1c,11.0,10.0,Tripp,4959,1704,7769810,141082,https://pbs.twimg.com/media/CmPp5pOXgAAD_SG.jpg,None,2016,7,1,11.0,Pembroke,0.849029
748575535303884801,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is one of the most reckless puppers I've ever seen. How she got a license in the first place is beyond me. 6/10 https://t.co/z5bAdtn9kd,6.0,10.0,one,6351,2118,7769810,141082,https://pbs.twimg.com/media/CmN5ecNWMAE6pnf.jpg,None,2016,6,30,6.0,soft-coated_wheaten_terrier,0.0864988
748568946752774144,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Cora. She rings a bell for treats. 12/10 precious af (vid by @skyehellenkamp) https://t.co/uUncaAGH18,12.0,10.0,Cora,2283,716,7769810,141082,https://pbs.twimg.com/ext_tw_video_thumb/748568890477789184/pu/img/1MzP7FuodJdHw8zA.jpg,None,2016,6,30,12.0,Tibetan_terrier,0.32816100000000004
748346686624440324,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""So... we meat again"" (I'm so sorry for that pun I couldn't resist pls don't unfollow) 10/10 https://t.co/XFBrrqapZa",10.0,10.0,None,5473,1324,7769810,141082,https://pbs.twimg.com/media/CmKpVtlWAAEnyHm.jpg,None,2016,6,30,10.0,borzoi,0.5964550000000001
748324050481647620,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Duke. He permanently looks like he just tripped over something. 11/10 https://t.co/1sNtG7GgiO,11.0,10.0,Duke,3871,816,7769810,141082,https://pbs.twimg.com/media/CmKUwImXIAA58f5.jpg,None,2016,6,30,11.0,Shetland_sheepdog,0.880499
